idZone,nameZone,idQuartier,piece,epoque,type,annee,ref,refmin,refmaj
12,Quinze-Vingts,48,4 pièces et plus,1946-1970,Non meublée,2015,21.3,14.9,25.6
14,Parc-de-Montsouris,54,4 pièces et plus,1946-1970,Non meublée,2015,21.3,14.9,25.6
17,Epinettes,68,4 pièces et plus,1946-1970,Non meublée,2015,21.3,14.9,25.6
18,Goutte-d'Or,71,4 pièces et plus,1946-1970,Non meublée,2015,21.3,14.9,25.6
20,Belleville,77,4 pièces et plus,1946-1970,Non meublée,2015,21.3,14.9,25.6
13,Maison-Blanche,51,4 pièces et plus,1946-1970,Non meublée,2015,18.9,13.2,22.7
14,Plaisance,56,4 pièces et plus,1946-1970,Non meublée,2015,18.9,13.2,22.7
13,Gare,50,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
18,La Chapelle,72,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
20,Villette,73,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
19,Pont-de-Flandre,74,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
19,Amérique,75,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
20,Saint-Fargeau,78,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
11,Charonne,80,4 pièces et plus,1946-1970,Non meublée,2015,15.4,10.8,18.5
12,Bel-Air,45,4 pièces et plus,1946-1970,Non meublée,2015,18.0,12.6,21.6
12,Bercy,47,4 pièces et plus,1946-1970,Non meublée,2015,18.0,12.6,21.6
19,Combat,76,4 pièces et plus,1946-1970,Non meublée,2015,18.0,12.6,21.6
20,Père-Lachaise,79,4 pièces et plus,1946-1970,Non meublée,2015,18.0,12.6,21.6
6,Notre-Dame-des-Champs,23,4 pièces et plus,1946-1970,Non meublée,2016,22.9,16.0,27.5
7,Saint-Thomas-d'Aquin,25,4 pièces et plus,1946-1970,Non meublée,2016,22.9,16.0,27.5
7,Invalides,26,4 pièces et plus,1946-1970,Non meublée,2016,22.9,16.0,27.5
7,Ecole-Militaire,27,4 pièces et plus,1946-1970,Non meublée,2016,22.9,16.0,27.5
7,Gros-Caillou,28,4 pièces et plus,1946-1970,Non meublée,2016,22.9,16.0,27.5
1,St-Germain-l'Auxerrois,1,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
1,Palais-Royal,3,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
1,Place-Vendôme,4,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
2,Gaillon,5,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
4,Saint-Merri,13,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
4,Arsenal,15,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
4,Notre-Dame,16,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
6,Monnaie,21,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
6,Odeon,22,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
6,Saint-Germain-des-Près,24,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
8,Champs-Elysés,29,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
8,Faubourg-du-Roule,30,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
8,Madeleine,31,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
8,Chaussée d'Antin,34,4 pièces et plus,1946-1970,Non meublée,2016,21.9,15.3,26.3
8,Europe,32,4 pièces et plus,1946-1970,Non meublée,2016,24.0,16.8,28.8
16,Muette,62,4 pièces et plus,1946-1970,Non meublée,2016,24.0,16.8,28.8
16,Porte-Dauphine,63,4 pièces et plus,1946-1970,Non meublée,2016,24.0,16.8,28.8
16,Chaillot,64,4 pièces et plus,1946-1970,Non meublée,2016,24.0,16.8,28.8
2,Vivienne,6,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
4,Mail,7,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
2,Bonne-Nouvelle,8,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
3,Arts-et-Metiers,9,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
3,Enfants-Rouges,10,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
3,Archives,11,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
4,Sainte-Avoie,12,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
4,Saint-Gervais,14,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
5,Saint-Victor,17,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
5,Val-de-Grace,19,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
5,Sorbonne,20,4 pièces et plus,1946-1970,Non meublée,2016,22.5,15.8,27.0
4,Halles,2,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
9,Saint-Georges,33,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
9,Faubourg-Montmartre,35,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
9,Rochechouart,36,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
10,Saint-Vincent-de-Paul,37,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
10,Porte-Saint-Denis,38,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
5,Croulebarbe,52,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
14,Montparnasse,53,4 pièces et plus,1946-1970,Non meublée,2016,21.0,14.7,25.2
15,Necker,58,4 pièces et plus,1946-1970,Non meublée,2016,20.7,14.5,24.8
17,Ternes,65,4 pièces et plus,1946-1970,Non meublée,2016,20.7,14.5,24.8
16,Plaine de Monceau,66,4 pièces et plus,1946-1970,Non meublée,2016,20.7,14.5,24.8
15,Grenelle,59,4 pièces et plus,1946-1970,Non meublée,2016,21.8,15.3,26.2
15,Javel,60,4 pièces et plus,1946-1970,Non meublée,2016,21.8,15.3,26.2
16,Auteuil,61,4 pièces et plus,1946-1970,Non meublée,2016,21.8,15.3,26.2
15,Saint-Lambert,57,4 pièces et plus,1946-1970,Non meublée,2016,19.9,13.9,23.9
12,Picpus,46,4 pièces et plus,1946-1970,Non meublée,2016,18.4,12.9,22.1
18,Grandes-Carrières,69,4 pièces et plus,1946-1970,Non meublée,2016,18.4,12.9,22.1
18,Clignancourt,70,4 pièces et plus,1946-1970,Non meublée,2016,18.4,12.9,22.1
5,Jardin-des-Plantes,18,4 pièces et plus,1946-1970,Non meublée,2016,19.4,13.6,23.3
11,Saint-Ambroise,42,4 pièces et plus,1946-1970,Non meublée,2016,19.4,13.6,23.3
11,Sainte-Marguerite,44,4 pièces et plus,1946-1970,Non meublée,2016,19.4,13.6,23.3
13,Salpétrière,49,4 pièces et plus,1946-1970,Non meublée,2016,19.4,13.6,23.3
14,Petit-Montrouge,55,4 pièces et plus,1946-1970,Non meublée,2016,19.4,13.6,23.3
17,Batignolles,67,4 pièces et plus,1946-1970,Non meublée,2016,19.4,13.6,23.3
10,Porte-Saint-Martin,39,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
10,Hôpital-Saint-Louis,40,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
11,Folie-Méricourt,41,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
11,Roquette,43,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
12,Quinze-Vingts,48,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
14,Parc-de-Montsouris,54,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
17,Epinettes,68,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
18,Goutte-d'Or,71,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
20,Belleville,77,4 pièces et plus,1946-1970,Non meublée,2016,21.1,14.8,25.3
13,Maison-Blanche,51,4 pièces et plus,1946-1970,Non meublée,2016,19.0,13.3,22.8
14,Plaisance,56,4 pièces et plus,1946-1970,Non meublée,2016,19.0,13.3,22.8
13,Gare,50,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
18,La Chapelle,72,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
20,Villette,73,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
19,Pont-de-Flandre,74,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
19,Amérique,75,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
20,Saint-Fargeau,78,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
11,Charonne,80,4 pièces et plus,1946-1970,Non meublée,2016,15.5,10.9,18.6
12,Bel-Air,45,4 pièces et plus,1946-1970,Non meublée,2016,18.1,12.7,21.7
12,Bercy,47,4 pièces et plus,1946-1970,Non meublée,2016,18.1,12.7,21.7
19,Combat,76,4 pièces et plus,1946-1970,Non meublée,2016,18.1,12.7,21.7
20,Père-Lachaise,79,4 pièces et plus,1946-1970,Non meublée,2016,18.1,12.7,21.7
6,Notre-Dame-des-Champs,23,4 pièces et plus,1946-1970,Meublée,2015,25.6,17.9,30.7
7,Saint-Thomas-d'Aquin,25,4 pièces et plus,1946-1970,Meublée,2015,25.6,17.9,30.7
7,Invalides,26,4 pièces et plus,1946-1970,Meublée,2015,25.6,17.9,30.7
7,Ecole-Militaire,27,4 pièces et plus,1946-1970,Meublée,2015,25.6,17.9,30.7
7,Gros-Caillou,28,4 pièces et plus,1946-1970,Meublée,2015,25.6,17.9,30.7
1,St-Germain-l'Auxerrois,1,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
1,Palais-Royal,3,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
1,Place-Vendôme,4,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
2,Gaillon,5,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
4,Saint-Merri,13,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
4,Arsenal,15,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
4,Notre-Dame,16,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
6,Monnaie,21,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
6,Odeon,22,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
6,Saint-Germain-des-Près,24,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
8,Champs-Elysés,29,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
8,Faubourg-du-Roule,30,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
8,Madeleine,31,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
8,Chaussée d'Antin,34,4 pièces et plus,1946-1970,Meublée,2015,24.2,16.9,29.0
8,Europe,32,4 pièces et plus,1946-1970,Meublée,2015,26.4,18.5,31.7
16,Muette,62,4 pièces et plus,1946-1970,Meublée,2015,26.4,18.5,31.7
16,Porte-Dauphine,63,4 pièces et plus,1946-1970,Meublée,2015,26.4,18.5,31.7
16,Chaillot,64,4 pièces et plus,1946-1970,Meublée,2015,26.4,18.5,31.7
2,Vivienne,6,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
4,Mail,7,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
2,Bonne-Nouvelle,8,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
3,Arts-et-Metiers,9,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
3,Enfants-Rouges,10,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
3,Archives,11,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
4,Sainte-Avoie,12,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
4,Saint-Gervais,14,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
5,Saint-Victor,17,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
5,Val-de-Grace,19,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
5,Sorbonne,20,4 pièces et plus,1946-1970,Meublée,2015,24.9,17.4,29.9
4,Halles,2,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
9,Saint-Georges,33,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
9,Faubourg-Montmartre,35,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
9,Rochechouart,36,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
10,Saint-Vincent-de-Paul,37,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
10,Porte-Saint-Denis,38,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
5,Croulebarbe,52,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
14,Montparnasse,53,4 pièces et plus,1946-1970,Meublée,2015,23.0,16.1,27.6
15,Necker,58,4 pièces et plus,1946-1970,Meublée,2015,22.1,15.5,26.5
17,Ternes,65,4 pièces et plus,1946-1970,Meublée,2015,22.1,15.5,26.5
16,Plaine de Monceau,66,4 pièces et plus,1946-1970,Meublée,2015,22.1,15.5,26.5
15,Grenelle,59,4 pièces et plus,1946-1970,Meublée,2015,24.3,17.0,29.2
15,Javel,60,4 pièces et plus,1946-1970,Meublée,2015,24.3,17.0,29.2
16,Auteuil,61,4 pièces et plus,1946-1970,Meublée,2015,24.3,17.0,29.2
15,Saint-Lambert,57,4 pièces et plus,1946-1970,Meublée,2015,22.2,15.5,26.6
12,Picpus,46,4 pièces et plus,1946-1970,Meublée,2015,20.5,14.3,24.6
18,Grandes-Carrières,69,4 pièces et plus,1946-1970,Meublée,2015,20.5,14.3,24.6
18,Clignancourt,70,4 pièces et plus,1946-1970,Meublée,2015,20.5,14.3,24.6
5,Jardin-des-Plantes,18,4 pièces et plus,1946-1970,Meublée,2015,21.9,15.3,26.3
11,Saint-Ambroise,42,4 pièces et plus,1946-1970,Meublée,2015,21.9,15.3,26.3
11,Sainte-Marguerite,44,4 pièces et plus,1946-1970,Meublée,2015,21.9,15.3,26.3
13,Salpétrière,49,4 pièces et plus,1946-1970,Meublée,2015,21.9,15.3,26.3
14,Petit-Montrouge,55,4 pièces et plus,1946-1970,Meublée,2015,21.9,15.3,26.3
17,Batignolles,67,4 pièces et plus,1946-1970,Meublée,2015,21.9,15.3,26.3
10,Porte-Saint-Martin,39,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
10,Hôpital-Saint-Louis,40,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
11,Folie-Méricourt,41,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
11,Roquette,43,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
12,Quinze-Vingts,48,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
14,Parc-de-Montsouris,54,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
17,Epinettes,68,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
18,Goutte-d'Or,71,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
20,Belleville,77,4 pièces et plus,1946-1970,Meublée,2015,23.6,16.5,28.3
13,Maison-Blanche,51,4 pièces et plus,1946-1970,Meublée,2015,21.0,14.7,25.2
14,Plaisance,56,4 pièces et plus,1946-1970,Meublée,2015,21.0,14.7,25.2
13,Gare,50,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
18,La Chapelle,72,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
20,Villette,73,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
19,Pont-de-Flandre,74,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
19,Amérique,75,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
20,Saint-Fargeau,78,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
11,Charonne,80,4 pièces et plus,1946-1970,Meublée,2015,17.1,12.0,20.5
12,Bel-Air,45,4 pièces et plus,1946-1970,Meublée,2015,20.0,14.0,24.0
12,Bercy,47,4 pièces et plus,1946-1970,Meublée,2015,20.0,14.0,24.0
19,Combat,76,4 pièces et plus,1946-1970,Meublée,2015,20.0,14.0,24.0
20,Père-Lachaise,79,4 pièces et plus,1946-1970,Meublée,2015,20.0,14.0,24.0
6,Notre-Dame-des-Champs,23,4 pièces et plus,1946-1970,Meublée,2016,25.6,17.9,30.7
7,Saint-Thomas-d'Aquin,25,4 pièces et plus,1946-1970,Meublée,2016,25.6,17.9,30.7
7,Invalides,26,4 pièces et plus,1946-1970,Meublée,2016,25.6,17.9,30.7
7,Ecole-Militaire,27,4 pièces et plus,1946-1970,Meublée,2016,25.6,17.9,30.7
7,Gros-Caillou,28,4 pièces et plus,1946-1970,Meublée,2016,25.6,17.9,30.7
1,St-Germain-l'Auxerrois,1,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
1,Palais-Royal,3,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
1,Place-Vendôme,4,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
2,Gaillon,5,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
4,Saint-Merri,13,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
4,Arsenal,15,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
4,Notre-Dame,16,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
6,Monnaie,21,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
6,Odeon,22,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
6,Saint-Germain-des-Près,24,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
8,Champs-Elysés,29,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
8,Faubourg-du-Roule,30,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
8,Madeleine,31,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
8,Chaussée d'Antin,34,4 pièces et plus,1946-1970,Meublée,2016,24.5,17.2,29.4
8,Europe,32,4 pièces et plus,1946-1970,Meublée,2016,26.9,18.8,32.3
16,Muette,62,4 pièces et plus,1946-1970,Meublée,2016,26.9,18.8,32.3
16,Porte-Dauphine,63,4 pièces et plus,1946-1970,Meublée,2016,26.9,18.8,32.3
16,Chaillot,64,4 pièces et plus,1946-1970,Meublée,2016,26.9,18.8,32.3
2,Vivienne,6,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
4,Mail,7,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
2,Bonne-Nouvelle,8,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
3,Arts-et-Metiers,9,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
3,Enfants-Rouges,10,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
3,Archives,11,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
4,Sainte-Avoie,12,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
4,Saint-Gervais,14,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
5,Saint-Victor,17,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
5,Val-de-Grace,19,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
5,Sorbonne,20,4 pièces et plus,1946-1970,Meublée,2016,25.2,17.6,30.2
4,Halles,2,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
9,Saint-Georges,33,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
9,Faubourg-Montmartre,35,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
9,Rochechouart,36,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
10,Saint-Vincent-de-Paul,37,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
10,Porte-Saint-Denis,38,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
5,Croulebarbe,52,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
14,Montparnasse,53,4 pièces et plus,1946-1970,Meublée,2016,23.5,16.5,28.2
15,Necker,58,4 pièces et plus,1946-1970,Meublée,2016,23.2,16.2,27.8
17,Ternes,65,4 pièces et plus,1946-1970,Meublée,2016,23.2,16.2,27.8
16,Plaine de Monceau,66,4 pièces et plus,1946-1970,Meublée,2016,23.2,16.2,27.8
15,Grenelle,59,4 pièces et plus,1946-1970,Meublée,2016,24.4,17.1,29.3
15,Javel,60,4 pièces et plus,1946-1970,Meublée,2016,24.4,17.1,29.3
16,Auteuil,61,4 pièces et plus,1946-1970,Meublée,2016,24.4,17.1,29.3
15,Saint-Lambert,57,4 pièces et plus,1946-1970,Meublée,2016,22.3,15.6,26.8
12,Picpus,46,4 pièces et plus,1946-1970,Meublée,2016,20.6,14.4,24.7
18,Grandes-Carrières,69,4 pièces et plus,1946-1970,Meublée,2016,20.6,14.4,24.7
18,Clignancourt,70,4 pièces et plus,1946-1970,Meublée,2016,20.6,14.4,24.7
5,Jardin-des-Plantes,18,4 pièces et plus,1946-1970,Meublée,2016,21.7,15.2,26.0
11,Saint-Ambroise,42,4 pièces et plus,1946-1970,Meublée,2016,21.7,15.2,26.0
11,Sainte-Marguerite,44,4 pièces et plus,1946-1970,Meublée,2016,21.7,15.2,26.0
13,Salpétrière,49,4 pièces et plus,1946-1970,Meublée,2016,21.7,15.2,26.0
14,Petit-Montrouge,55,4 pièces et plus,1946-1970,Meublée,2016,21.7,15.2,26.0
17,Batignolles,67,4 pièces et plus,1946-1970,Meublée,2016,21.7,15.2,26.0
10,Porte-Saint-Martin,39,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
10,Hôpital-Saint-Louis,40,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
11,Folie-Méricourt,41,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
11,Roquette,43,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
12,Quinze-Vingts,48,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
14,Parc-de-Montsouris,54,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
17,Epinettes,68,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
18,Goutte-d'Or,71,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
20,Belleville,77,4 pièces et plus,1946-1970,Meublée,2016,23.6,16.5,28.3
13,Maison-Blanche,51,4 pièces et plus,1946-1970,Meublée,2016,21.3,14.9,25.6
14,Plaisance,56,4 pièces et plus,1946-1970,Meublée,2016,21.3,14.9,25.6
13,Gare,50,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
18,La Chapelle,72,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
20,Villette,73,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
19,Pont-de-Flandre,74,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
19,Amérique,75,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
20,Saint-Fargeau,78,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
11,Charonne,80,4 pièces et plus,1946-1970,Meublée,2016,17.4,12.2,20.9
12,Bel-Air,45,4 pièces et plus,1946-1970,Meublée,2016,20.3,14.2,24.4
12,Bercy,47,4 pièces et plus,1946-1970,Meublée,2016,20.3,14.2,24.4
19,Combat,76,4 pièces et plus,1946-1970,Meublée,2016,20.3,14.2,24.4
20,Père-Lachaise,79,4 pièces et plus,1946-1970,Meublée,2016,20.3,14.2,24.4
6,Notre-Dame-des-Champs,23,4 pièces et plus,1971-1990,Non meublée,2015,23.9,16.7,28.7
7,Saint-Thomas-d'Aquin,25,4 pièces et plus,1971-1990,Non meublée,2015,23.9,16.7,28.7
7,Invalides,26,4 pièces et plus,1971-1990,Non meublée,2015,23.9,16.7,28.7
7,Ecole-Militaire,27,4 pièces et plus,1971-1990,Non meublée,2015,23.9,16.7,28.7
7,Gros-Caillou,28,4 pièces et plus,1971-1990,Non meublée,2015,23.9,16.7,28.7
1,St-Germain-l'Auxerrois,1,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
1,Palais-Royal,3,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
1,Place-Vendôme,4,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
2,Gaillon,5,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
4,Saint-Merri,13,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
4,Arsenal,15,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
4,Notre-Dame,16,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
6,Monnaie,21,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
6,Odeon,22,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
6,Saint-Germain-des-Près,24,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
8,Champs-Elysés,29,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
8,Faubourg-du-Roule,30,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
8,Madeleine,31,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
8,Chaussée d'Antin,34,4 pièces et plus,1971-1990,Non meublée,2015,21.8,15.3,26.2
8,Europe,32,4 pièces et plus,1971-1990,Non meublée,2015,24.1,16.9,28.9
16,Muette,62,4 pièces et plus,1971-1990,Non meublée,2015,24.1,16.9,28.9
16,Porte-Dauphine,63,4 pièces et plus,1971-1990,Non meublée,2015,24.1,16.9,28.9
16,Chaillot,64,4 pièces et plus,1971-1990,Non meublée,2015,24.1,16.9,28.9
2,Vivienne,6,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
4,Mail,7,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
2,Bonne-Nouvelle,8,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
3,Arts-et-Metiers,9,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
3,Enfants-Rouges,10,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
3,Archives,11,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
4,Sainte-Avoie,12,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
4,Saint-Gervais,14,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
5,Saint-Victor,17,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
5,Val-de-Grace,19,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
5,Sorbonne,20,4 pièces et plus,1971-1990,Non meublée,2015,22.4,15.7,26.9
4,Halles,2,4 pièces et plus,1971-1990,Non meublée,2015,21.5,15.1,25.8
